de 5013 0 3.70009770461305
la 3274 0.301029995663981 3.51507867507592
que 3192 0.477121254719662 3.50406288267869
y 2266 0.602059991327962 3.35525990552738
el 2144 0.698970004336019 3.33122478102073
en 2118 0.778151250383644 3.32592595577147
a 1954 0.845098040014257 3.29092455938275
se 1571 0.903089986991943 3.19617618503997
un 1370 0.954242509439325 3.13672056715641
los 1304 1 3.1152775913959
una 1138 1.04139268515823 3.05614226205905
no 1094 1.07918124604762 3.03901732199741
con 930 1.11394335230684 2.96848294855394
por 915 1.14612803567824 2.96142109406645
del 907 1.17609125905568 2.95760728706009
las 886 1.20411998265592 2.94743372188705
lo 840 1.23044892137827 2.92427928606188
había 797 1.25527250510331 2.90145832139611
su 691 1.27875360095283 2.8394780473742
le 662 1.30102999566398 2.8208579894397
era 600 1.32221929473392 2.77815125038364
más 465 1.34242268082221 2.66745295288995
Winston 456 1.36172783601759 2.65896484266444
para 448 1.38021124171161 2.65127801399814
como 429 1.39794000867204 2.63245729218472
al 367 1.41497334797082 2.56466606425209
es 364 1.43136376415899 2.56110138364906
pero 337 1.44715803134222 2.52762990087134
o 323 1.46239799789896 2.5092025223311
sus 310 1.47712125471966 2.49136169383427
si 256 1.49136169383427 2.40823996531185
La 235 1.50514997831991 2.37106786227174
sin 229 1.51851393987789 2.35983548233989
En 226 1.53147891704226 2.3541084391474
No 221 1.54406804435028 2.34439227368511
El 218 1.55630250076729 2.3384564936046
sólo 215 1.568201724067 2.33243845991561
todo 212 1.57978359661681 2.32633586092875
ser 209 1.5910646070265 2.32014628611105
ya 208 1.60205999132796 2.31806333496276
estaba 206 1.61278385671974 2.31386722036915
Pero 200 1.6232492903979 2.30102999566398
él 198 1.63346845557959 2.29666519026153
muy 198 1.64345267648619 2.29666519026153
sobre 190 1.65321251377534 2.27875360095283
Era 189 1.66275783168157 2.27646180417324
Partido 187 1.67209785793572 2.2718416065365
podía 186 1.68124123737559 2.26951294421792
Orwell 177 1.69019608002851 2.24797326636181
vez 175 1.69897000433602 2.24303804868629
cuando 172 1.70757017609794 2.23552844690755
tenía 169 1.7160033436348 2.22788670461367
ni 165 1.72427586960079 2.21748394421391
te 163 1.73239375982297 2.21218760440396
habían 161 1.74036268949424 2.20682587603185
uno 157 1.7481880270062 2.19589965240923
dos 154 1.75587485567249 2.18752072083646
Se 149 1.76342799356294 2.17318626841227
unos 148 1.77085201164214 2.17026171539496
sido 142 1.77815125038364 2.15228834438306
eran 138 1.78532983501077 2.13987908640124
—dijo 131 1.79239168949825 2.11727129565576
qué 128 1.79934054945358 2.10720996964787
casi 128 1.80617997398389 2.10720996964787
otra 124 1.81291335664286 2.09342168516224
todos 123 1.81954393554187 2.0899051114394
Y 122 1.82607480270083 2.08635983067475
hasta 121 1.83250891270624 2.08278537031645
mismo 119 1.83884909073726 2.07554696139253
entre 114 1.84509804001426 2.05690485133647
parecía 114 1.85125834871908 2.05690485133647
palabras 111 1.85733249643127 2.04532297878666
Lo 109 1.86332286012046 2.03742649794062
O'Brien 107 1.86923171973098 2.02938377768521
siempre 106 1.8750612633917 2.02530586526477
algo 105 1.88081359228079 2.02118929906994
sino 104 1.88649072517248 2.01703333929878
tres 103 1.89209460269048 2.01283722470517
desde 102 1.89762709129044 2.00860017176192
aquel 99 1.90308998699194 1.99563519459755
nunca 99 1.90848501887865 1.99563519459755
antes 98 1.91381385238372 1.99122607569249
Los 97 1.91907809237607 1.98677173426624
este 95 1.92427928606188 1.97772360528885
años 95 1.92941892571429 1.97772360528885
porque 95 1.93449845124357 1.97772360528885
tan 95 1.93951925261862 1.97772360528885
Julia 94 1.94448267215017 1.9731278535997
cada 94 1.94939000664491 1.9731278535997
hubiera 93 1.95424250943933 1.96848294855394
Por 92 1.95904139232109 1.96378782734556
me 90 1.96378782734556 1.95424250943933
haber 90 1.96848294855394 1.95424250943933
sabía 90 1.9731278535997 1.95424250943933
guerra 90 1.97772360528885 1.95424250943933
toda 90 1.98227123303957 1.95424250943933
contra 89 1.98677173426624 1.94939000664491
Winston, 89 1.99122607569249 1.94939000664491
donde 88 1.99563519459755 1.94448267215017
ha 87 2 1.93951925261862
hacia 86 2.00432137378264 1.93449845124357
incluso 86 2.00860017176192 1.93449845124357
cara 86 2.01283722470517 1.93449845124357
tiempo 85 2.01703333929878 1.92941892571429
mucho 85 2.02118929906994 1.92941892571429
mundo 85 2.02530586526477 1.92941892571429
e 84 2.02938377768521 1.92427928606188
día 84 2.03342375548695 1.92427928606188
fuera 82 2.03742649794062 1.91381385238372
esto 82 2.04139268515822 1.91381385238372
vida 82 2.04532297878666 1.91381385238372
voz 82 2.04921802267018 1.91381385238372
George 81 2.05307844348342 1.90848501887865
todas 80 2.05690485133647 1.90308998699194
ella 79 2.06069784035361 1.89762709129044
momento 78 2.06445798922692 1.89209460269048
A 77 2.06818586174616 1.88649072517248
hombre 77 2.07188200730613 1.88649072517248
fue 77 2.07554696139253 1.88649072517248
aunque 77 2.07918124604762 1.88649072517248
poco 76 2.08278537031645 1.88081359228079
otro 76 2.08635983067475 1.88081359228079
son 76 2.0899051114394 1.88081359228079
hecho 75 2.09342168516224 1.8750612633917
también 74 2.09691001300806 1.86923171973098
después 74 2.10037054511756 1.86923171973098
ojos 72 2.10380372095596 1.85733249643127
hay 71 2.10720996964787 1.85125834871908
modo 71 2.11058971029925 1.85125834871908
ahora 71 2.11394335230684 1.85125834871908
gran 70 2.11727129565576 1.84509804001426
palabra 70 2.12057393120585 1.84509804001426
les 69 2.12385164096709 1.83884909073726
durante 68 2.12710479836481 1.83250891270624
alguna 68 2.13033376849501 1.83250891270624
esta 67 2.13353890837022 1.82607480270083
Había 67 2.13672056715641 1.82607480270083
pasado 66 2.13987908640124 1.81954393554187
mientras 66 2.14301480025409 1.81954393554187
Gran 66 2.14612803567824 1.81954393554187
Al 64 2.14921911265538 1.80617997398389
aquella 64 2.15228834438306 1.80617997398389
habría 63 2.15533603746506 1.79934054945358
nada 63 2.15836249209525 1.79934054945358
Si 62 2.16136800223497 1.79239168949825
y, 62 2.16435285578444 1.79239168949825
veces 62 2.16731733474818 1.79239168949825
puede 62 2.17026171539496 1.79239168949825
De 61 2.17318626841227 1.78532983501077
ese 61 2.17609125905568 1.78532983501077
embargo, 61 2.17897694729317 1.78532983501077
menos 61 2.18184358794477 1.78532983501077
volvió 61 2.1846914308176 1.78532983501077
Le 60 2.18752072083646 1.77815125038364
siquiera 60 2.19033169817029 1.77815125038364
posible 60 2.19312459835446 1.77815125038364
Su 59 2.19589965240923 1.77085201164214
bien 59 2.19865708695442 1.77085201164214
está 59 2.20139712432045 1.77085201164214
tener 59 2.20411998265592 1.77085201164214
Ministerio 59 2.20682587603185 1.77085201164214
mano 57 2.20951501454263 1.75587485567249
Las 57 2.21218760440396 1.75587485567249
Winston. 57 2.2148438480477 1.75587485567249
así 56 2.21748394421391 1.7481880270062
Sin 55 2.22010808804005 1.74036268949424
mujer 55 2.22271647114758 1.74036268949424
ellos 54 2.22530928172586 1.73239375982297
estado 54 2.22788670461367 1.73239375982297
luego 54 2.23044892137827 1.73239375982297
tenían 54 2.23299611039215 1.73239375982297
poder 54 2.23552844690755 1.73239375982297
misma 54 2.2380461031288 1.73239375982297
Es 53 2.2405492482826 1.72427586960079
ningún 53 2.24303804868629 1.72427586960079
hacía 53 2.24551266781415 1.72427586960079
parte 52 2.24797326636181 1.7160033436348
hacer 52 2.25042000230889 1.7160033436348
algún 52 2.25285303097989 1.7160033436348
rostro 52 2.25527250510331 1.7160033436348
joven 51 2.25767857486918 1.70757017609794
han 50 2.26007138798507 1.69897000433602
podían 50 2.26245108973043 1.69897000433602
cualquier 50 2.26481782300954 1.69897000433602
telepantalla 49 2.26717172840301 1.69019608002851
iba 49 2.26951294421792 1.69019608002851
otros 49 2.2718416065365 1.69019608002851
imposible 49 2.27415784926368 1.69019608002851
ver 49 2.27646180417324 1.69019608002851
cuerpo 48 2.27875360095283 1.68124123737559
sitio 48 2.28103336724773 1.68124123737559
pensar 48 2.28330122870355 1.68124123737559
estar 48 2.28555730900777 1.68124123737559
sensación 48 2.28780172993023 1.68124123737559
sí 47 2.29003461136252 1.67209785793572
saber 47 2.29225607135648 1.67209785793572
Cuando 47 2.29446622616159 1.67209785793572
mejor 46 2.29666519026153 1.66275783168157
bajo 46 2.29885307640971 1.66275783168157
manera 46 2.30102999566398 1.66275783168157
estaban 46 2.30319605742049 1.66275783168157
especie 46 2.30535136944662 1.66275783168157
tu 45 2.30749603791321 1.65321251377534
Oceanía 45 2.3096301674259 1.65321251377534
pudiera 45 2.31175386105575 1.65321251377534
miembros 45 2.31386722036915 1.65321251377534
Incluso 45 2.31597034545692 1.65321251377534
allí 45 2.31806333496276 1.65321251377534
treinta 45 2.32014628611105 1.65321251377534
Una 45 2.32221929473392 1.65321251377534
yo 44 2.32428245529769 1.64345267648619
habitación 44 2.32633586092875 1.64345267648619
Partido. 44 2.32837960343874 1.64345267648619
hablar 44 2.33041377334919 1.64345267648619
demasiado 44 2.33243845991561 1.64345267648619
dolor 43 2.33445375115093 1.63346845557959
visto 43 2.33645973384853 1.63346845557959
Sólo 43 2.3384564936046 1.63346845557959
daba 43 2.34044411484012 1.63346845557959
dijo 42 2.34242268082221 1.6232492903979
